player_id,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,was_mvp
1255,60,14.0,11.0,2.3,-7.4,0.145,0.282,0.219,0.5489999999999999,0.127,13,0
1256,46,20.6,3.6,2.4,-4.2,0.02,0.096,0.252,0.561,0.113,13,0
1258,25,1.8,1.0,0.8,-3.9,0.016,0.106,0.097,0.453,0.12,13,0
1265,53,6.9,1.0,2.5,-3.0,0.01,0.056,0.202,0.519,0.248,13,0
1200,7,1.3,0.9,0.6,-3.0,0.021,0.1,0.113,0.409,0.105,13,0
1408,75,16.5,3.8,4.9,7.9,0.038,0.119,0.253,0.584,0.273,13,0
1193,73,6.0,4.6,0.8,-1.1,0.08,0.18,0.14300000000000002,0.5379999999999999,0.062,13,0
1413,81,3.6,4.2,0.2,4.2,0.109,0.24,0.129,0.563,0.024,13,0
1543,4,4.5,0.8,1.3,1.0,0.023,0.04,0.269,0.383,0.192,13,0
1544,54,10.9,6.2,3.9,-5.4,0.036000000000000004,0.183,0.149,0.623,0.17800000000000002,13,0
1551,4,4.0,1.0,1.0,-28.1,0.02,0.061,0.14300000000000002,0.581,0.14300000000000002,13,0
1552,23,5.0,3.0,1.6,-14.9,0.068,0.123,0.123,0.606,0.131,13,0
1571,69,15.8,3.0,5.3,5.3,0.015,0.087,0.221,0.58,0.247,13,0
1572,64,25.5,4.0,5.3,-7.2,0.02,0.093,0.294,0.517,0.21600000000000005,13,0
1580,46,7.1,2.7,0.9,-5.3,0.02,0.141,0.163,0.503,0.059,13,0
1594,56,10.1,2.0,2.9,-2.0,0.027000000000000003,0.086,0.243,0.5429999999999999,0.249,13,0
1596,39,3.2,2.7,0.6,-9.5,0.123,0.151,0.158,0.485,0.09,13,0
1599,58,7.9,5.2,0.5,-0.8,0.138,0.238,0.21,0.578,0.049,13,0
1604,76,8.4,5.0,0.7,3.0,0.09,0.158,0.171,0.527,0.046,13,0
1542,13,2.2,1.8,0.2,-19.5,0.09,0.163,0.189,0.416,0.063,13,0
1605,82,13.8,7.6,2.5,5.1,0.07,0.193,0.166,0.631,0.114,13,0
1613,74,8.6,1.4,0.6,-1.9,0.016,0.069,0.214,0.519,0.055,13,0
1615,37,10.1,3.8,1.2,8.5,0.043,0.153,0.163,0.6459999999999999,0.073,13,0
1635,82,17.5,3.8,3.0,-2.7,0.023,0.094,0.208,0.551,0.12,13,0
1641,44,4.5,2.8,0.3,-3.1,0.077,0.227,0.226,0.487,0.04,13,0
1649,77,10.3,4.5,1.2,-2.9,0.044,0.162,0.192,0.529,0.076,13,0
1655,7,1.6,1.7,0.0,-27.1,0.158,0.182,0.193,0.4,0.0,13,0
1656,14,2.6,1.4,0.1,-1.4,0.129,0.162,0.25,0.495,0.021,13,0
1677,11,1.7,1.0,0.1,-17.2,0.053,0.225,0.198,0.539,0.033,13,0
1679,10,2.6,0.2,0.5,-26.6,0.031,0.043,0.345,0.48,0.25,13,0
1410,69,14.6,9.3,2.4,0.8,0.101,0.207,0.172,0.617,0.1,13,0
1680,65,18.3,11.3,3.4,6.2,0.116,0.228,0.213,0.593,0.147,13,0
1609,75,5.9,5.1,0.5,9.7,0.116,0.16899999999999998,0.121,0.616,0.038,13,0
1540,67,9.9,3.5,1.5,-1.8,0.018000000000000002,0.156,0.206,0.531,0.112,13,0
1642,1,7.0,4.0,2.0,-24.7,0.053,0.17600000000000002,0.166,0.583,0.182,13,0
1537,80,9.1,2.3,3.9,7.1,0.01,0.086,0.162,0.5379999999999999,0.204,13,0
1414,66,7.1,1.4,1.3,2.2,0.015,0.084,0.197,0.5429999999999999,0.119,13,0
1417,74,7.5,11.8,2.5,2.6,0.124,0.317,0.126,0.501,0.119,13,0
1422,10,2.5,1.0,0.0,-2.6,0.108,0.13,0.281,0.539,0.0,13,0
